회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,전화번호,팩스번호,업종명,설립일,결산월,popup_id
(주)국민은행  정보 더보기,KOOKMIN BANK,국민은행,060000,이환주  정보 더보기,기타법인,110111-2365321,201-81-68693,서울특별시 영등포구 국제금융로8길 26 국민은행,www.kbstar.com,,02-2073-7114,02-2073-7150,국내은행,2001-11-01,12월,00386937
엠디바이스 주식회사  정보 더보기,"MEGAELECTRONICS Co., Ltd.",엠디바이스,,조호경,기타법인,135511-0198834,140-81-34641,"경기도 과천시 과천대로7길 33 (갈현동, 디테크타워과천) B동 1002호",,,02-6242-8300,02-6242-8301,기억장치 제조업,2009-03-16,12월,01022142
엠디헬스케어,MD healthcare,엠디헬스케어,,김윤근,기타법인,110111-5532167,117-81-90115,"서울특별시 마포구 월드컵북로56길 9 (상암동, (주)우리기술사옥) 1303호",www.mdhc.kr,,02-2655-0766,02-2655-0768,"물리, 화학 및 생물학 연구개발업",2014-10-07,12월,01408980
사랑과선행,"A&F co.,Ltd",사랑과선행,,이강민,기타법인,131111-0292612,129-86-67742,"경기도 성남시 중원구 도촌로8번길 30 (도촌동, 사랑과선행빌딩)",massang.com,,0317318191,0317318193,도시락류 제조업,2011-12-05,12월,01537459
(주)카프로  정보 더보기  rss,CAPRO CORPORATION,카프로,006380,박성명  정보 더보기,유가증권시장,110111-0111825,101-81-24186,"서울특별시 종로구 인사동7길 12 12층(관훈동, 백상빌딩)",www.hcccapro.co.kr,,02-399-1200,02-732-4214,기타 기초 유기 화학물질 제조업,1969-12-30,12월,00159810
주식회사 엔에이치프라임위탁관리부동산투자회사  정보 더보기  rss,"NH Prime REIT Co., Ltd.",NH프라임리츠,338100,소선호  정보 더보기,유가증권시장,110111-7123732,686-86-01336,"서울특별시 영등포구 국제금융로8길 2 5층(여의도동, 농협재단빌딩)",www.nhreits.com,nhprimereit.com,02-6264-2836,,부동산 임대 및 공급업,2019-05-30,11월,01391033
(주)휴코드홀딩스  정보 더보기,"Hucord Co., Ltd.",휴코드홀딩스,036840,김준홍  정보 더보기,기타법인,131111-0003655,126-81-21908,"경기도 용인시 기흥구 강남로 9 (구갈동, 태평양프라자) 503-63호",www.hucordholdings.com,,031-732-1555,031-747-2555,의학 및 약학 연구개발업,1979-01-24,12월,00165361
영화테크(주)  rss,"Younghwa Tech Co., Ltd.",영화테크,265560,엄준형,코스닥시장,161511-0038129,312-81-43672,충청남도 아산시 둔포면 아산밸리로 132,www.yhtec.com,,041-585-2685,041-532-2682,자동차용 신품 동력전달장치 및 전기장치 제조업,2000-08-08,12월,00659976
주식회사 포겟  정보 더보기,"4GET CO.,LTD.",포겟,,김성진  정보 더보기,기타법인,110111-4273192,211-88-69043,서울특별시 서초구 방배로34길 4 (방배동),www.4get.co.kr,,02-851-5151,02-594-0132,포털 및 기타 인터넷 정보매개 서비스업,2011-11-23,12월,00944917
(주)에스씨엘사이언스  정보 더보기  rss,SCL Science Inc.,SCL사이언스,246960,"이경률, 백세연 (각자대표)  정보 더보기",코스닥시장,110111-4327915,107-87-34817,서울특별시 영등포구 선유로13길 25 에이스하이테크시티 2차 1209호,www.innotherapy.com,,02-6959-1338,02-6974-1734,의료용품 및 기타 의약 관련제품 제조업,2010-04-19,12월,01110182
이브이파킹서비스(주)  정보 더보기,"EVPS Co., Ltd.",이브이파킹서비스,419700,김정수  정보 더보기,기타법인,110111-8011754,603-88-02315,서울특별시 강남구 강남대로 328 705호,evps.co.kr/,,02-6959-0771,0231440778,기계장비 및 관련 물품 도매업,2021-09-01,12월,01695498
(주)푸드웰  정보 더보기  rss,FOODWELL CORPORATION,푸드웰,005670,"성민겸, 최영길(각자대표)  정보 더보기",코스닥시장,170111-0001628,502-81-00145,대구광역시 달서구 성서서로 121 -,www.foodwell.com,,053-580-2430,053-582-3386,"과실, 채소 가공 및 저장 처리업",1968-08-09,12월,00165103
(주)아이티센코어  정보 더보기  rss,"ITCENCORE CO.,LTD.",아이티센코어,243870,김우성  정보 더보기,코넥스시장,110111-3091107,107-86-55213,"경기도 과천시 과천대로12길 117 제E동(갈현동, 과천펜타원)",www.goodcen.com,,02-368-8055,02-368-8099,컴퓨터시스템 통합 자문 및 구축 서비스업,2004-09-30,12월,00565215
(주)코람코라이프인프라위탁관리부동산투자회사  정보 더보기  rss,"KORAMCO LIFE INFRA REIT CO.,LTD",코람코라이프인프라리츠,357120,이성균  정보 더보기,유가증권시장,110111-7320320,544-81-01624,"서울특별시 강남구 삼성로 511, 4층(삼성동, 골든타워)",www.koramcoenergyplus.co.kr,,02-787-0000,0502-307-7621,부동산 임대업,2019-12-10,11월,01430475
주식회사 알체라  rss,Alchera Inc.,알체라,347860,황영규  정보 더보기,코스닥시장,110111-6080032,643-87-00337,경기도 성남시 분당구 판교로256번길 25 7층(삼평동),www.alchera.ai,,031-697-8961,070-4032-3521,응용 소프트웨어 개발 및 공급업,2016-06-03,12월,01405451
(주)뉴젠팜,NEWGENPHARM Inc.,뉴젠팜,,정문기  정보 더보기,기타법인,110111-0855720,112-81-32084,"경기도 수원시 권선구 효원로266번길 25 4층(권선동,우덕빌딩)",newgenpharm.com,,02-580-5900,02-580-5999,합성의약품 및 기타 완제 의약품 제조업,1992-04-17,12월,00413994
(주)일월지엠엘  정보 더보기  rss,"ILWOUL GML Co.,Ltd",일월지엠엘,178780,김영동  정보 더보기,코스닥시장,135111-0081475,123-86-06766,서울특별시 강동구 천호대로 1034 탑메디칼센터 8층(성내동),www.ilwoulgml.co.kr,,031-444-0202,070-7599-0809,상품 종합 도매업,2006-08-01,12월,00923826
주식회사 아센디오  정보 더보기  rss,"Ascendio Co., Ltd.",아센디오,012170,한승일  정보 더보기,유가증권시장,110111-0253908,105-81-04294,"서울특별시 강남구 언주로 729 8층(논현동, 마스터스빌딩)",ascendio.co.kr,,02-1544-0332,02-525-4725,"영화, 비디오물, 방송프로그램 제작 및 배급업",1977-04-21,12월,00145437
(주)비유테크놀러지  정보 더보기  rss,B.U Technology,비유테크놀러지,230980,위용현  정보 더보기,코스닥시장,110111-5868041,721-86-00251,부산광역시 강서구 명지국제2로28번길 34 에코팰리스 318호,www.aiitone.com,,02-852-1007,02-851-0888,소프트웨어 개발 및 공급업,2015-10-22,12월,01110076
한주에이알티(주)  정보 더보기  rss,"HANJOO ART Co.,LTD.",한주에이알티,058450,윤정호  정보 더보기,코스닥시장,110111-0226327,139-81-01169,서울특별시 강동구 고덕비즈밸리로2가길 21 12층(고덕동),www.ilya.co.kr,,070-5220-3960,032-815-3509,플라스틱제품 제조업,1978-02-24,12월,00146427
(주)엑시큐어하이트론  정보 더보기  rss,EXICURE HITRON INC.,엑시큐어하이트론,019490,유앤디  정보 더보기,유가증권시장,124311-0017841,312-81-06094,경기도 안성시 미양면 마산길 99-13 -,www.hitron.co.kr,,031-670-9100,0234109399,영상 및 음향기기 제조업,1986-11-10,12월,00156150
(주)대덕바이오,"DBIO, Inc.",대덕바이오,,성창근,기타법인,160111-0091895,314-81-30095,"충청남도 금산군 추부면 신평공단로 57 (신평리, (주)대덕바이오)",www.dbio.co.kr,,042-823-4696,042-822-2287,생물 살균ㆍ살충제 및 식물보호제 제조업,2000-01-13,12월,00916659
에어부산 주식회사  정보 더보기  rss,"Air Busan Co., Ltd",에어부산,298690,정병섭  정보 더보기,유가증권시장,180111-0605121,605-81-84518,부산광역시 강서구 유통단지1로57번가길 6,www.airbusan.com,,1666-3060,051-410-0849,항공 여객 운송업,2007-08-31,12월,00651901
(주)비에프랩스  정보 더보기  rss,"BFLABS Co.,LTD.",BF랩스,139050,임권  정보 더보기,코스닥시장,121111-0142596,138-81-32903,경기도 안양시 만안구 예술공원로 153-323층(석수동 825-1 3층),,,031-470-4803,031-388-4827,컴퓨터시스템 통합 자문 및 구축 서비스업,2006-02-20,12월,00656021
참엔지니어링(주)  정보 더보기  rss,"Charm Engineering Co.,Ltd.",참엔지니어링,009310,이경희  정보 더보기,유가증권시장,174611-0001096,506-81-00661,경기도 용인시 처인구 남사면 형제로 5,www.charmeng.com,,031-330-8500,031-330-8600,반도체 제조용 기계 제조업,1973-10-04,12월,00153621
주식회사 라온텍  정보 더보기  rss,RAONTECH INC.,라온텍,418420,김보은,코스닥시장,131111-0241362,129-86-38645,경기도 성남시 수정구 창업로 43 판교글로벌비즈센터 6층 B동,RAON.io,,031-786-4633,031-719-4506,전자부품 제조업,2009-10-13,12월,00965512
(주)신원  정보 더보기  rss,SHINWON CORPORATION,신원,009270,박정주  정보 더보기,유가증권시장,110111-0152770,105-81-11908,서울특별시 마포구 독막로 328 신원빌딩,www.sw.co.kr,,02-3274-5000,3274-5139,여자용 겉옷 제조업,1973-09-26,12월,00136864
(주)율촌  rss,"YulChon co., Ltd",율촌,146060,"이흥해, 이인호  정보 더보기",코스닥시장,124311-0014912,134-81-20370,경기도 시흥시 공단2대로 192,www.ycpipe.com,,031-499-4481,031-499-3461,주철관 제조업,1986-04-23,12월,00495633
디에이치엑스컴퍼니(주)  정보 더보기  rss,"DHX Company Co., Ltd.",디에이치엑스컴퍼니,031860,"이상욱, 김성우(각자대표)  정보 더보기",코스닥시장,110111-0260218,119-81-01879,"서울특별시 강남구 영동대로96길 20 7층(삼성동, 대화빌딩)",su-holdings.com,,02-2106-5417,02-2106-5490,상품 종합 도매업,1979-09-12,12월,00180865
(주)레이저옵텍  rss,"Laseroptek Co., Ltd.",레이저옵텍,199550,"주홍, 이창진  정보 더보기",코스닥시장,110111-2035552,209-81-26339,경기도 성남시 중원구 갈마치로 245 성남아이파크디어반 14층,www.laseroptek.com,,031-8023-5150,03180235151,전기식 진단 및 요법 기기 제조업,2000-07-26,12월,01161432
노무라 인터내셔널 펀딩 피티이,NOMURA INTERNATIONAL FUNDING PTE. LTD.,노무라인터내셔널펀딩피티이,,Alok Vimalkishore Tapadia  정보 더보기,기타법인,,40367,10 Marina Boulevard Marina Bay Financial Centre Tower 2,,,65-643-36288,,기타 산업 회사 본부,2012-05-17,03월,01082834
테라사이언스(주)  정보 더보기  rss,"TERA SCIENCE Co.,LTD",테라사이언스,073640,지서현  정보 더보기,코스닥시장,190111-0021119,609-81-24002,경남 창원시 성주동 30-5번지,www.samwon-tech.com,,055-213-7000,055-213-7003,그 외 기타 금속가공업,1993-10-19,12월,00373021
(주)엠젠솔루션  정보 더보기  rss,"MGEN SOLUTIONS CO., LTD.",엠젠솔루션,032790,조상환  정보 더보기,코스닥시장,175311-0000126,513-81-00034,서울특별시 구로구 디지털로34길 55 1117호,www.mgensolutions.kr,,02-3412-8777,02-459-3483,기계장비 및 관련 물품 도매업,1973-09-21,12월,00110884
(주)화인써키트  rss,"Finecircuit CO.,LTD.",화인써키트,127980,유수권  정보 더보기,코스닥시장,120111-0063785,137-81-06417,인천광역시 남동구 남동대로79번길 71,finecircuit.co.kr/,,032-818-6930,0328186935,전자부품 제조업,1991-01-10,12월,00527002
(주)위지윅스튜디오  정보 더보기  rss,"WYSIWYG STUDIOS CO., LTD.",위지윅스튜디오,299900,조성완  정보 더보기,코스닥시장,110111-6033833,289-87-00337,서울특별시 강남구 도산대로 128 국민연금강남회관 9층,www.wswgstudios.com,,02-749-0507,02-794-0507,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업",2016-04-15,12월,01276327
(주)에스엘에스바이오  정보 더보기  rss,"SLSBio(Specialty Lab Solution Bio) Co., Ltd",에스엘에스바이오,246250,이영태  정보 더보기,코스닥시장,110111-3602524,220-87-41848,"경기도 수원시 영통구 창룡대로 260, 광교센트럴비즈타워7층 (이의동)",www.slabs.co.kr,,031-8066-7270,031-8066-7273,"그 외 기타 전문, 과학 및 기술 서비스업",2007-01-17,12월,01112700
농업회사법인 우듬지팜 주식회사  정보 더보기  rss,"WooDeumGee Farm Co., Ltd",우듬지팜,403490,심용보  정보 더보기,코스닥시장,164311-0019980,308-82-08921,충청남도 부여군 규암면 흥수로 698,www.wdgfarm.com,,041-834-2958,041-832-2958,"과실, 채소 가공 및 저장 처리업",2011-05-18,12월,01299106
(주)유비케어  정보 더보기  rss,"UBCARE CO., LTD.",유비케어,032620,이상경 대표이사  정보 더보기,코스닥시장,110111-1105364,201-81-55688,서울특별시 영등포구 여의대로 108 파크원 타워 2,www.ubcare.co.kr,www.ubcare.co.kr,02-2105-5000,02-2105-5090,시스템 소프트웨어 개발 및 공급업,1994-12-02,12월,00220057
한화위탁관리부동산투자회사(주)  정보 더보기  rss,"Hanwha REIT Co., Ltd.",한화리츠,451800,한화자산운용  정보 더보기,유가증권시장,110111-8294037,288-88-02469,"서울특별시 영등포구 63로 50 53층(여의도동,63한화생명빌딩)",www.hanwhareit.com,,0269500000,,비주거용 건물 임대업,2022-05-10,04월,01669226
유일에너테크(주)  정보 더보기  rss,"YOUIL ENERGY TECH CO.,LTD.",유일에너테크,340930,정연길,코스닥시장,135811-0211565,124-87-30932,경기도 안성시 원곡면 지문로 203-160 유일에너테크(주),www.youilet.com,,031-611-7227,0316110027,그 외 기타 특수목적용 기계 제조업,2012-04-05,12월,01368637
제이스코홀딩스(주)  정보 더보기  rss,J Steel Company Holdings Inc.,제이스코홀딩스,023440,한상민  정보 더보기,코스닥시장,110111-0045347,134-81-15426,"경기도 안산시 단원구 시화로 60, 301 (성곡동, 시화공단4다)",www.jscoholdings.co.kr,,031-499-0776,031-498-1035,열간 압연 및 압출 제품 제조업,1964-07-18,12월,00148531
수성웹툰 주식회사  정보 더보기  rss,"Soosung Webtoon co., Ltd.",수성웹툰,084180,"김덕진, 유영학  정보 더보기",코스닥시장,110111-0313728,139-81-23988,인천광역시 서구 뱃길1로 42 수성웹툰 주식회사,www.soosung.com,,032-818-5160,032-584-5161,기타 물품 취급장비 제조업,1982-02-23,12월,00243979
(주)비즈니스온커뮤니케이션,"BusinessOn Communication Co.,Ltd",비즈니스온커뮤니케이션,138580,노태완  정보 더보기,기타법인,110111-3805293,220-87-58882,서울특별시 성동구 광나루로 172 3층,www.businesson.co.kr,,02-559-0800,02-559-0808,응용 소프트웨어 개발 및 공급업,2007-12-18,12월,01014657
(주)코스텍시스  정보 더보기  rss,"KOSTECSYS. CO., LTD.",코스텍시스,355150,한규진  정보 더보기,코스닥시장,110111-7471470,139-87-01725,인천광역시 남동구 남동서로 261 주식회사 코스텍시스,www.kostec.net,,032-821-0162,032-822-4923,반도체 제조업,2020-04-28,12월,01476219
주식회사 케이원제15호판교위탁관리부동산투자회사,K-1 15th Pangyo Real Estate Investment Trust Company,케이원제15호판교위탁관리부동산투자회사,,도병운,기타법인,110111-7869930,220-88-99750,"서울특별시 강남구 테헤란로 137 (역삼동, 코레이트타워)",,,02-3451-1229,,비주거용 건물 임대업,2021-04-28,10월,01601453
(주)엔에스이엔엠  정보 더보기  rss,"NS ENM Co.,Ltd.",엔에스이엔엠,078860,황최한초 (단독대표이사)  정보 더보기,코스닥시장,110111-1952567,211-86-96978,서울특별시 강남구 강남대로122길 22 2층,www.iok.co.kr,,02-6743-5600,02-565-5401,"영화, 비디오물, 방송프로그램 제작 및 배급업",2000-04-26,12월,00543204
주식회사 드림인사이트  rss,"DREAMINSIGHT Co., Ltd.",드림인사이트,362990,김기철,코스닥시장,110111-4941038,114-87-03025,"서울특별시 구로구 디지털로33길 12 1410,1411,1412호",bydream.co.kr/,,02-523-7258,,광고 대행업,2012-08-20,12월,01492688
(주)비에스제이홀딩스  정보 더보기,BSJ Holdings Inc.,비에스제이홀딩스,,이창현  정보 더보기,기타법인,164811-0007654,312-81-21611,"서울특별시 강남구 학동로 110 (논현동, 세원빌딩) 3층 201호",www.canariabio.com,,02-6925-2168,02-2135-7886,경영 컨설팅업,1995-02-03,12월,00480525
일동제약(주)  정보 더보기  rss,"IL DONG PHARMACEUTICAL CO., LTD.",일동제약,249420,윤웅섭,유가증권시장,110111-6139277,803-88-00431,서울특별시 서초구 바우뫼로27길 2,www.ildong.com,,025263114,02-526-3045,의약품 제조업,2016-08-01,12월,01168383
